"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
"743",-117.14,32.7,48,510,180,545,132,1.8008,86500,"NEAR OCEAN"
"744",-119.82,36.84,7,2289,342,1077,354,5.4868,158800,"INLAND"
"745",-117.38,34.11,36,1497,264,NA,275,3.3066,96300,"INLAND"
"746",-118.11,34.04,28,3913,696,2264,697,5.2446,258000,"<1H OCEAN"
"747",-118.42,34.27,35,2700,702,3444,679,1.4867,124000,"<1H OCEAN"
"748",-117.6,33.98,26,1225,199,717,204,2.7284,225000,"INLAND"
"749",-121.39,39.61,22,2828,610,986,391,2.8871,94700,"INLAND"
"750",-117.33,34.53,10,3781,712,2044,685,3.0943,97100,"INLAND"
"751",-118.94,35.37,33,3372,741,2352,704,2.0643,57600,"INLAND"
"752",-118.08,33.76,25,1995,637,743,597,1.4617,46900,"<1H OCEAN"
"753",-121.01,37.66,36,3679,613,1366,581,4.5,151400,"INLAND"
"754",-118.01,33.85,29,3061,612,2396,640,4.6326,195200,"<1H OCEAN"
"755",-122.39,41.41,23,910,199,370,169,1.7448,80100,"INLAND"
"756",-118.59,34.2,18,847,185,733,178,5.2149,201900,"<1H OCEAN"
"757",-117.12,32.75,13,2795,773,1869,690,2.1767,101800,"NEAR OCEAN"
"758",-120.43,34.96,24,2739,414,NA,413,4.8155,162900,"<1H OCEAN"
"759",-118.36,34.08,40,3110,764,NA,763,1.9937,367100,"<1H OCEAN"
"760",-118.16,34.15,19,1721,290,571,278,NA,500001,"<1H OCEAN"
"761",-121.49,38.57,51,1492,385,736,365,1.7155,108800,"INLAND"
"762",-118.49,34.02,28,2545,752,1548,679,2.9125,475000,NA
"763",-121.62,39.11,5,2320,502,1245,489,3.2465,97200,"INLAND"
"764",-121.49,37.94,31,1860,394,1848,293,2.2891,162500,"INLAND"
"765",-122.07,37.94,30,1260,276,707,221,2.892,220800,"NEAR BAY"
"766",-119.58,36.11,21,2004,385,1397,398,2.2169,61600,"INLAND"
"767",-121.97,37.35,36,815,126,353,122,NA,258300,"<1H OCEAN"
"768",-118.32,34.06,43,2808,584,1654,569,4.125,436800,"<1H OCEAN"
"769",-118.39,34.15,29,917,181,379,183,3.4612,425000,"<1H OCEAN"
"770",-122.48,37.77,52,2556,595,1202,568,3.8899,348500,"NEAR BAY"
"771",-122.45,40.61,17,785,155,417,136,2.3289,58200,"INLAND"
"772",-122.45,37.72,45,964,173,613,201,2.9119,228900,"NEAR BAY"
"773",-117.24,34.11,23,1920,454,1161,358,2.2109,73200,"INLAND"
"774",-121.91,37.3,43,828,151,446,145,4.4375,327600,NA
"775",-119.18,34.27,6,2307,386,910,364,5.215,279500,"NEAR OCEAN"
"776",-122.45,37.91,27,2682,382,935,369,NA,500001,"NEAR BAY"
"777",-117.33,33.22,21,2868,602,855,559,2.7846,91200,"NEAR OCEAN"
"778",-117.65,33.53,7,6814,785,2175,681,NA,500001,"<1H OCEAN"
"779",-121.77,38.67,45,2438,462,1415,510,2.8351,107200,"INLAND"
"780",-117.08,33.03,10,2296,450,818,405,4.3424,160600,"<1H OCEAN"
"781",-119.55,36.7,31,1671,372,NA,347,2.3687,63900,"INLAND"
"782",-122.54,37.96,44,1552,204,596,208,NA,500001,"NEAR BAY"
"783",-122.55,37.99,34,3306,555,1398,585,4.8993,319900,"NEAR BAY"
"784",-119.1,35.35,5,4597,1071,1916,870,4.0327,131000,"INLAND"
"785",-121.17,38.68,37,1252,267,686,256,3,121900,"INLAND"
"786",-121.3,38.89,23,1750,297,1012,315,3.4706,99300,"INLAND"
"787",-117.02,32.95,25,1909,334,1043,322,3.7784,160100,"<1H OCEAN"
"788",-117.84,33.74,25,1818,577,1426,532,3.2104,112500,"<1H OCEAN"
"789",-118.32,34.04,42,1766,404,1117,367,2.0259,168800,"<1H OCEAN"
"790",-117.22,33.8,3,5284,920,2703,729,4.0717,126500,"INLAND"
"791",-121.77,37.24,12,10236,1878,5674,1816,4.747,261100,"<1H OCEAN"
"792",-121.28,38.17,19,1337,236,744,225,4.0924,244200,"INLAND"
"793",-119.01,35.34,36,973,219,613,187,1.5625,46700,"INLAND"
"794",-121.54,39.51,33,3585,757,1887,765,2.502,62100,"INLAND"
"795",-120.72,37.54,17,729,134,431,121,4.2188,131300,"INLAND"
"796",-122.33,41.86,19,3599,695,NA,601,2.234,58600,"INLAND"
"797",-121.57,39.12,30,2601,534,NA,506,2.08,56600,"INLAND"
"798",-117.13,32.7,38,1445,392,1286,357,1.4632,80200,"NEAR OCEAN"
"799",-117.91,33.85,35,932,258,1147,267,2.7014,156700,"<1H OCEAN"
"800",-119.72,34.43,36,1156,309,521,304,2.6014,320600,"<1H OCEAN"
"801",-118.26,33.91,39,935,210,711,193,2.4375,101900,"<1H OCEAN"
"802",-121.36,38.73,21,2253,416,1050,411,3.141,220100,"INLAND"
"803",-117.34,34.13,29,1494,286,991,280,2.125,70600,"INLAND"
"804",-116.52,33.97,13,3921,754,1902,665,3.3616,89600,"INLAND"
"805",-121.58,39.16,36,1206,197,537,204,3.3611,79800,"INLAND"
"806",-118.15,33.91,25,2053,578,1721,507,2.3456,146100,"<1H OCEAN"
"807",-122.77,38.92,26,712,140,293,100,4.0119,119400,"INLAND"
"808",-118.42,34.19,33,3285,830,2281,786,2.6165,230800,"<1H OCEAN"
"809",-117.83,33.83,23,2775,547,1226,510,3.6707,231400,"<1H OCEAN"
"810",-122.03,37.99,37,1755,327,882,350,4.59,166600,"NEAR BAY"
"811",-119.56,36.1,29,424,78,284,73,1.5313,43800,"INLAND"
"812",-120.56,35.48,12,4161,731,1609,615,5.0947,267500,NA
"813",-118.49,34.25,33,2088,383,960,362,4.3333,232900,"<1H OCEAN"
"814",-118.38,33.87,33,1993,371,918,361,NA,337600,NA
"815",-118.26,34.15,14,2981,894,1941,863,3,178600,"<1H OCEAN"
"816",-119.03,35.37,42,2508,483,1035,442,2.6513,72300,"INLAND"
"817",-118.37,34.04,25,542,161,442,131,2.25,333300,"<1H OCEAN"
"818",-118.61,34.25,16,8295,1506,3903,1451,5.5111,276600,"<1H OCEAN"
"819",-122.09,37.38,34,1959,342,849,357,NA,414700,NA
"820",-119.74,36.76,42,2093,470,1621,438,1.7994,58700,"INLAND"
"821",-118.58,34.22,35,1969,339,950,340,4.875,230400,"<1H OCEAN"
"822",-118.18,34.08,35,2226,602,2230,549,2.9167,129300,"<1H OCEAN"
"823",-117.31,34.08,43,1697,387,1181,352,1.9234,74600,"INLAND"
"824",-117.31,34.5,14,2443,447,883,465,2.1111,116700,"INLAND"
"825",-120.59,38.76,21,1728,417,731,334,1.7266,94700,"INLAND"
"826",-118.29,33.92,34,1374,240,906,248,5.3292,155500,"<1H OCEAN"
"827",-121.55,39.5,26,3215,827,2041,737,1.0585,45100,"INLAND"
"828",-118.73,34.27,25,3409,493,1699,484,5.653,225800,"<1H OCEAN"
"829",-118.47,34.02,35,3057,774,NA,732,2.0745,332500,"<1H OCEAN"
"830",-118.15,34.08,48,3697,816,2446,787,3.3988,199200,"<1H OCEAN"
"831",-123.19,39.15,16,2577,495,1232,488,2.6012,125600,"<1H OCEAN"
"832",-117.33,34.04,18,1837,388,727,336,2.5187,116700,"INLAND"
"833",-120.43,34.93,4,2866,648,NA,578,2.8649,186500,"<1H OCEAN"
"834",-117.44,33.94,32,2349,452,1479,425,3.9118,114100,"INLAND"
"835",-118.44,34.21,20,5756,1477,NA,1369,3.2448,221200,"<1H OCEAN"
"836",-121.59,39.1,24,1107,261,NA,205,1.7167,48800,"INLAND"
"837",-121.95,37.29,9,1503,381,715,349,4.6371,234300,"<1H OCEAN"
"838",-118.19,33.78,8,992,393,694,331,2.5544,162500,"NEAR OCEAN"
"839",-120.43,34.95,43,2020,344,NA,310,3.6815,181800,"<1H OCEAN"
"840",-117.05,32.58,23,1918,339,1392,340,4.087,134800,"NEAR OCEAN"
"841",-121.42,38.6,35,1166,193,574,190,2.2452,102800,"INLAND"
"842",-118.33,33.98,32,1784,489,1472,476,1.6477,108900,"<1H OCEAN"
"843",-118.16,33.77,38,3235,769,1284,752,2.9384,304100,NA
"844",-118.9,34.26,5,25187,3521,11956,3478,NA,321300,NA
"845",-118.32,33.35,27,1675,521,NA,331,2.1579,450000,"ISLAND"
"846",-117.35,34.04,14,2991,522,1729,537,3.5139,146800,"INLAND"
"847",-122.64,38.24,52,1621,393,NA,349,2.5202,244000,NA
"848",-114.65,33.6,28,1678,322,666,256,2.9653,94900,"INLAND"
"849",-120.41,34.88,4,3680,559,1678,569,5.0639,201700,"<1H OCEAN"
"850",-117.05,32.61,21,6034,1205,3795,1146,3.2633,129700,"NEAR OCEAN"
"851",-118.98,35.36,15,1482,338,1059,279,1.2617,42700,"INLAND"
"852",-119.7,36.32,40,1178,244,586,187,2.6477,43500,"INLAND"
"853",-122.08,37.64,36,1116,199,662,226,5.7309,177900,"NEAR BAY"
"854",-122.27,38,15,1216,166,572,178,5.8418,240300,"NEAR BAY"
"855",-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,"INLAND"
"856",-122.23,37.82,52,3494,396,1192,383,NA,500001,"NEAR BAY"
"857",-118.5,34.03,32,6365,1784,2767,1698,3.6451,383300,"<1H OCEAN"
"858",-119.43,36.63,25,1784,312,904,303,3.625,107600,"INLAND"
"859",-118.4,34.01,44,1494,262,NA,266,5.4035,356300,"<1H OCEAN"
"860",-119.89,36.7,32,1485,269,867,271,2.5809,78300,"INLAND"
"861",-117.06,33.78,17,2813,565,1345,488,2.5847,145300,"INLAND"
"862",-117.19,34.05,33,1688,313,808,298,3.2188,117800,"INLAND"
"863",-120.13,35.87,26,48,8,13,8,2.375,71300,"INLAND"
"864",-122.25,37.48,45,2743,390,974,400,NA,500001,"NEAR OCEAN"
"865",-121.58,39.5,29,1947,383,925,337,2.1658,57600,"INLAND"
"866",-118.25,33.78,32,296,139,511,133,1.4444,182100,"NEAR OCEAN"
"867",-117.8,33.64,8,4447,713,1680,705,NA,450400,"<1H OCEAN"
"868",-118.4,33.88,42,1516,341,NA,327,NA,472700,"<1H OCEAN"
"869",-117.89,34.07,32,2374,450,1580,427,3.8837,200300,"<1H OCEAN"
"870",-121.01,37.65,52,178,53,152,62,0.4999,82500,"INLAND"
"871",-117.87,33.76,6,2992,1194,3800,1130,2.246,183300,"<1H OCEAN"
"872",-117.1,32.67,15,1635,553,1347,597,1.2745,92900,"NEAR OCEAN"
"873",-117.31,33.17,7,2349,312,809,282,5.552,283900,NA
"874",-117.97,34,28,1983,375,1407,367,3.8319,179000,"<1H OCEAN"
"875",-122.05,38.25,37,1336,251,680,231,3.815,99000,"INLAND"
"876",-118.42,34.16,25,2769,566,NA,545,3.6641,386100,"<1H OCEAN"
"877",-118.37,34.15,23,4604,1319,2391,1227,3.1373,263100,"<1H OCEAN"
"878",-118.27,34.09,48,1527,295,589,286,4.1667,344800,"<1H OCEAN"
"879",-121.78,37.23,18,1747,317,NA,285,5.898,229100,"<1H OCEAN"
"880",-119.98,36.74,26,1453,251,896,260,3.4861,112500,"INLAND"
"881",-122.3,40.45,32,1286,271,NA,236,1.6579,68500,"INLAND"
"882",-118.3,34.05,42,1476,610,1605,545,1.721,214300,NA
"883",-118.28,33.97,35,2305,634,1978,568,1.375,100000,"<1H OCEAN"
"884",-117.35,34.13,26,3920,570,1862,552,3.7286,132000,"INLAND"
"885",-117.1,33.15,5,3159,685,1398,581,3.1467,161100,"<1H OCEAN"
"886",-122.15,37.74,52,1394,223,NA,230,3.95,219000,"NEAR BAY"
"887",-118.25,33.96,48,1052,234,793,216,1.6585,92900,"<1H OCEAN"
"888",-121.23,38.69,19,5268,849,2357,849,3.9226,148700,"INLAND"
"889",-117.26,33.02,9,4632,759,1724,685,NA,369800,"NEAR OCEAN"
"890",-121.31,37.97,45,2604,454,988,442,3.6667,123100,"INLAND"
"891",-121.1,39.15,10,680,143,354,140,4.0333,161500,"INLAND"
"892",-122.69,38.46,32,2970,504,1117,512,5,275900,"<1H OCEAN"
"893",-118.25,33.94,44,1463,312,940,312,2.3333,99800,"<1H OCEAN"
"894",-118.29,34.01,39,751,207,1010,231,1.6036,137500,"<1H OCEAN"
"895",-122.13,37.39,27,3385,427,1248,409,NA,500001,"NEAR BAY"
"896",-122.05,37.95,20,563,107,246,123,5.4482,190800,"NEAR BAY"
"897",-122.44,37.67,35,1814,365,1025,384,4.425,268400,"NEAR OCEAN"
"898",-121.96,37.94,26,3084,505,1557,501,5.1582,194700,"INLAND"
"899",-121.66,36.67,40,2878,592,1444,564,3.1439,192300,"<1H OCEAN"
"900",-118.39,33.88,31,1448,244,607,259,NA,500001,"<1H OCEAN"
"901",-118.4,34.2,13,4859,1293,3351,1200,3.6875,211900,"<1H OCEAN"
"902",-118.14,33.91,34,2011,472,1087,423,3.0465,187800,"<1H OCEAN"
"903",-117.6,33.85,9,6538,955,2928,892,5.3006,221400,"<1H OCEAN"
"904",-117.36,33.2,19,2129,562,1323,525,2.9539,169900,"NEAR OCEAN"
"905",-118.22,33.93,39,1921,483,2286,470,3.0167,130000,"<1H OCEAN"
"906",-116.99,32.77,35,2306,334,NA,310,6.1103,301600,"<1H OCEAN"
"907",-117.89,34.13,34,2159,386,1443,385,4.1995,147400,"<1H OCEAN"
"908",-120.99,37.66,39,1748,329,831,302,2.5938,135600,"INLAND"
"909",-119.2,34.15,27,2076,681,1904,647,1.4773,160800,"NEAR OCEAN"
"910",-117.06,32.57,25,1268,282,991,299,3.0284,123600,"NEAR OCEAN"
"911",-118.22,33.91,27,500,159,732,162,2.7426,103100,"<1H OCEAN"
"912",-115.95,33.28,12,99,25,37,17,1.8958,53800,"INLAND"
"913",-119.69,36.83,28,1868,350,898,329,3.1814,78900,"INLAND"
"914",-122.04,37.97,39,1323,245,705,261,3.1968,151000,"NEAR BAY"
"915",-118.44,34.22,41,1030,214,664,223,3.8083,183800,"<1H OCEAN"
"916",-119.93,36.32,25,8363,1636,7679,1580,2.0285,106300,"INLAND"
"917",-115.54,32.98,27,1513,395,1121,381,1.9464,60600,"INLAND"
"918",-117.88,33.84,25,1781,349,918,378,3.9286,262700,NA
"919",-122.49,37.75,47,2140,425,1105,401,3.7054,308500,NA
"920",-118.43,33.86,34,358,87,162,84,NA,500001,"NEAR OCEAN"
"921",-122.28,37.84,49,1916,447,863,378,1.9274,122300,"NEAR BAY"
"922",-122.16,37.75,44,617,131,NA,135,2.5568,111100,"NEAR BAY"
"923",-118.22,34.13,52,791,174,501,162,3.3542,178100,"<1H OCEAN"
"924",-117.91,33.61,38,1232,178,410,171,NA,500001,NA
"925",-117.9,33.83,33,3065,611,NA,606,3.8456,211800,"<1H OCEAN"
"926",-121.83,37.31,19,11181,1895,7817,1853,5.6058,232700,"<1H OCEAN"
"927",-122.42,37.74,52,1540,370,1136,363,4.3125,243000,"NEAR BAY"
"928",-122.25,37.81,52,1758,460,686,422,3.1691,259400,"NEAR BAY"
"929",-118.4,34.41,22,4443,560,1573,496,NA,500001,NA
"930",-119.73,36.81,19,1699,356,994,368,2.7778,79700,"INLAND"
"931",-121.85,38,24,2269,584,1239,542,2.0411,100000,"INLAND"
"932",-117.35,33.17,36,1977,423,812,387,3.625,198000,"NEAR OCEAN"
"933",-119.77,36.78,40,1411,284,609,296,1.9375,67700,"INLAND"
"934",-118.08,33.76,26,1967,577,692,538,1.6111,54300,"<1H OCEAN"
"935",-122.44,37.76,50,2589,569,945,544,5.2519,376600,"NEAR BAY"
"936",-118.27,34.14,29,3768,1211,NA,1030,2.7685,204500,"<1H OCEAN"
"937",-119.28,35.99,20,2911,597,1746,588,1.7372,51000,"INLAND"
"938",-122.09,37.66,39,1160,259,725,274,2.2222,158300,"NEAR BAY"
"939",-119.76,36.68,29,1243,312,836,277,1.8355,74200,"INLAND"
"940",-120.44,36.84,29,1563,293,883,288,2.8182,90500,"INLAND"
"941",-118.18,33.84,35,1415,294,591,291,2.9798,315600,"NEAR OCEAN"
"942",-117.39,33.96,49,2527,461,1344,451,4.0833,114400,"INLAND"
"943",-118.16,33.77,49,3382,787,NA,756,3.8125,382100,NA
"944",-122.42,37.74,52,1271,353,1076,324,2.9911,263900,"NEAR BAY"
"945",-121.99,37.36,33,2677,644,1469,633,3.2048,261800,"<1H OCEAN"
"946",-122.01,37.3,25,4044,551,1699,533,NA,380600,"<1H OCEAN"
"947",-120.98,37.68,24,705,114,347,141,3.1912,149600,"INLAND"
"948",-117.9,33.6,25,2465,585,NA,472,3.6538,500001,"<1H OCEAN"
"949",-117.04,32.68,11,1875,357,NA,386,4.375,115000,"NEAR OCEAN"
"950",-121.28,37.92,30,1061,230,851,195,2.4412,61600,"INLAND"
"951",-122.26,37.53,4,5233,1109,1690,907,NA,311800,"NEAR BAY"
"952",-118.28,34.07,41,1072,331,1111,314,1.9233,207100,"<1H OCEAN"
"953",-117.92,33.65,15,1309,477,1330,424,3.4417,182500,"<1H OCEAN"
"954",-121.75,36.92,48,1801,353,1071,361,3.6,194500,"<1H OCEAN"
"955",-122.26,37.8,36,5329,2477,3469,2323,2.0096,130000,"NEAR BAY"
"956",-122.33,37.93,34,2326,471,1356,441,2.3475,90300,"NEAR BAY"
"957",-118.43,34.06,31,1317,284,523,274,NA,500001,"<1H OCEAN"
"958",-121.57,39.5,31,2023,469,1073,436,1.5714,56100,"INLAND"
"959",-122.37,40.6,7,5178,1336,2557,1283,2.4079,111400,"INLAND"
"960",-118.03,33.83,25,3030,532,1668,509,4.625,229600,"<1H OCEAN"
"961",-117.45,34.07,21,3465,639,2292,628,3.3553,113500,"INLAND"
"962",-120.42,34.96,19,2298,511,1246,513,2.212,132000,"<1H OCEAN"
"963",-117.77,33.67,12,4329,1068,1913,978,4.5094,160200,"<1H OCEAN"
"964",-122.34,37.57,39,2647,616,1254,555,4.2407,433800,"NEAR OCEAN"
"965",-122.21,37.37,34,1476,217,613,223,NA,500001,"NEAR OCEAN"
"966",-117.67,33.66,4,10175,2181,NA,1929,4.7341,237400,NA
"967",-122.93,40.78,20,3758,798,1685,757,2.3667,91200,"INLAND"
"968",-117.25,33.2,22,2361,618,1472,596,2.0625,124500,"<1H OCEAN"
"969",-118.37,34.17,10,1431,473,1438,429,2.2756,221400,"<1H OCEAN"
"970",-117.3,34.54,31,1174,360,NA,328,1.06,56500,"INLAND"
"971",-120.27,38.31,13,3297,662,NA,97,3.075,108300,"INLAND"
"972",-120.52,35.06,11,1317,234,655,243,4.3611,329700,NA
"973",-117.06,32.63,29,4168,742,2096,713,4.2204,169800,"NEAR OCEAN"
"974",-121.9,37.46,29,2385,513,1788,510,3.8421,220700,"<1H OCEAN"
"975",-121.39,38.51,19,1808,375,758,320,2.0062,92000,"INLAND"
"976",-121.93,36.6,33,3455,683,1704,663,4.0154,225700,"NEAR OCEAN"
"977",-120.3,35.1,16,2819,479,1068,365,4.5461,270800,"<1H OCEAN"
"978",-118.32,34.03,35,3189,935,2221,801,2.1046,114000,"<1H OCEAN"
"979",-118.04,34.05,34,1058,230,1043,229,3.0536,137500,"<1H OCEAN"
"980",-120.45,34.65,25,980,276,896,245,2,87500,"NEAR OCEAN"
"981",-120.01,38.93,22,3080,610,1045,425,2.996,126100,"INLAND"
"982",-121.06,39.29,14,1864,331,894,332,3.4028,171800,"INLAND"
"983",-117.07,32.91,5,2234,256,894,253,NA,477600,NA
"984",-121.72,37.7,17,1671,352,729,252,6.1023,450000,"INLAND"
"985",-122.32,38.32,19,2922,417,1221,442,5.8002,238700,"NEAR BAY"
"986",-118.29,33.98,42,2833,768,2542,725,1.3479,100000,"<1H OCEAN"
"987",-119.73,34.42,25,2024,312,907,335,5.4127,392800,"NEAR OCEAN"
"988",-121.44,38.56,52,906,165,257,166,2.8542,139400,"INLAND"
"989",-116.95,33.31,16,2921,639,1838,540,2.2393,117000,"<1H OCEAN"
"990",-121.99,37.98,23,2293,411,969,399,4.4536,184000,"INLAND"
"991",-118.14,33.88,30,2596,580,1662,539,4.0507,179500,"<1H OCEAN"
"992",-119.07,35.34,16,4201,786,1667,724,4.8839,134100,"INLAND"
"993",-118.18,33.78,36,1697,550,1379,434,1.2746,129700,"NEAR OCEAN"
"994",-117.23,32.8,27,1297,355,776,337,2.4643,244400,"NEAR OCEAN"
"995",-122.03,37.35,25,3095,514,1251,507,5.5388,352100,"<1H OCEAN"
"996",-117.64,33.66,6,5221,1217,2597,1119,4.6076,204000,"<1H OCEAN"
"997",-122.21,37.78,49,898,244,779,245,3.0536,137500,"NEAR BAY"
"998",-121.75,39.4,29,1687,327,864,334,2.4943,81900,"INLAND"
"999",-117.94,33.81,26,1589,259,735,315,4.5714,243200,"<1H OCEAN"
"1000",-118.07,34.51,14,2798,459,1236,404,4.8667,239900,NA
"1001",-118.26,33.96,39,1255,323,902,327,1.5812,94000,"<1H OCEAN"
"1002",-118.46,34.07,42,2564,460,913,414,NA,500001,NA
"1003",-122,37.28,32,2782,495,1092,455,5.4103,335900,"<1H OCEAN"
"1004",-122.07,37.91,28,1731,295,810,295,5.0391,259800,NA
"1005",-117.97,34.14,15,3595,964,1839,877,2.6014,150300,"INLAND"
"1006",-122.1,37.68,37,2116,503,NA,448,2.535,174000,"NEAR BAY"
"1007",-123.98,40.88,41,1719,372,844,336,2.6923,84200,"<1H OCEAN"
"1008",-122.02,38.37,16,2495,331,1118,338,NA,198000,"INLAND"
"1009",-118.13,34.19,42,2203,412,NA,377,4.0714,234000,NA
"1010",-117.72,33.63,15,1362,255,378,202,1.9,162500,"<1H OCEAN"
"1011",-117.86,33.62,23,3166,411,1092,345,NA,500001,"<1H OCEAN"
"1012",-118.18,34.17,43,4269,591,1467,582,NA,500001,"<1H OCEAN"
"1013",-117.44,33.94,32,1814,320,NA,306,4.1776,118700,"INLAND"
"1014",-121.2,38.36,14,2634,463,1402,432,3.8897,175700,"INLAND"
"1015",-117.37,34.12,32,3190,568,NA,512,3.8398,118200,"INLAND"
"1016",-118.47,34.01,41,2704,557,NA,478,4.4211,462900,"<1H OCEAN"
"1017",-118.32,34.08,52,2370,473,1053,434,4.1429,380300,NA
"1018",-119.25,34.21,12,15201,2418,7132,2251,5.6756,301800,"NEAR OCEAN"
"1019",-120.45,37.31,20,4379,753,2055,716,3.7652,133500,"INLAND"
"1020",-118.94,35.39,27,3074,452,1223,452,5.4592,139100,"INLAND"
"1021",-118.32,34.09,30,1871,766,2595,819,2.0044,212500,"<1H OCEAN"
"1022",-117.77,33.71,5,4050,584,1986,598,NA,375700,NA
"1023",-121.96,37.95,7,3418,740,1583,676,3.6133,196100,"INLAND"
"1024",-117.01,32.79,33,4015,663,NA,664,4.3152,159300,"<1H OCEAN"
"1025",-121.32,38.26,4,6125,1063,3077,953,4.1179,134600,"INLAND"
"1026",-122.24,37.82,52,3481,751,1444,718,3.9,275700,"NEAR BAY"
"1027",-122.5,37.77,52,2299,441,1252,415,5.0562,336700,"NEAR BAY"
"1028",-118.37,34.09,22,4247,1253,1766,1170,3.1517,341700,"<1H OCEAN"
"1029",-118.34,35.27,10,2939,605,1167,446,2.3917,79000,"INLAND"
"1030",-122.54,37.76,45,1592,325,920,322,3.96,272200,NA
"1031",-118.45,34.26,35,1637,300,894,302,4.175,209600,"<1H OCEAN"
"1032",-121.91,36.97,19,4920,1092,1807,922,3.5112,231900,NA
"1033",-117.52,33.84,20,688,146,NA,144,3.55,111000,"INLAND"
"1034",-121.74,36.49,33,2952,565,1264,517,4.4209,274600,"<1H OCEAN"
"1035",-119.87,36.72,30,1584,316,NA,300,2.0658,67900,"INLAND"
"1036",-119.79,36.77,43,2323,502,1144,471,2.3967,58700,"INLAND"
"1037",-118.45,34.23,25,4393,1369,3781,1267,2.5833,183700,"<1H OCEAN"
"1038",-119.66,34.43,27,5509,1059,2591,979,3.8456,500001,"<1H OCEAN"
"1039",-117.84,34.12,34,2026,345,1142,332,4.392,187600,"INLAND"
"1040",-122.39,38.37,33,1066,191,403,163,NA,240800,"<1H OCEAN"
"1041",-118.11,33.82,37,1756,345,836,335,4.375,218200,NA
"1042",-117.87,33.6,20,3212,572,1064,526,NA,500001,"<1H OCEAN"
"1043",-119.78,36.76,50,1343,322,1063,342,1.75,49800,"INLAND"
"1044",-120.71,38.85,8,1877,479,884,323,3.4688,120100,"INLAND"
"1045",-117.99,33.89,21,5195,1020,2539,988,4.5033,160500,"<1H OCEAN"
"1046",-119.08,34.34,23,3065,723,2042,698,2.7593,194800,"<1H OCEAN"
"1047",-118.99,35.38,26,1317,374,1025,304,1.4024,51000,"INLAND"
"1048",-116.25,33.69,5,1664,444,907,374,2.7667,92900,"INLAND"
"1049",-118.39,33.86,28,3619,764,1735,789,6.1404,368400,"<1H OCEAN"
"1050",-117.44,33.88,5,2589,351,1109,360,NA,334100,"INLAND"
"1051",-118.11,33.9,35,2604,495,1465,470,4.4896,184600,"<1H OCEAN"
"1052",-118.06,34.03,36,21,7,21,9,2.375,175000,"<1H OCEAN"
"1053",-118.38,34.16,31,2197,501,944,474,3.7312,319400,"<1H OCEAN"
"1054",-121.98,37.8,16,2498,330,1027,343,NA,343700,NA
"1055",-122.14,37.41,35,2419,426,949,433,NA,437100,"NEAR BAY"
"1056",-122,37.28,33,2170,311,854,303,NA,500001,"<1H OCEAN"
"1057",-119.78,34.44,28,2864,495,1364,482,4.835,353400,"NEAR OCEAN"
"1058",-118.3,34.07,36,2657,738,2274,723,3.425,281700,NA
"1059",-118.29,34.09,39,336,173,586,151,1.8056,262500,"<1H OCEAN"
"1060",-121.11,37.74,11,3886,599,1605,529,4.4213,182700,"INLAND"
"1061",-122.29,38.31,25,4927,1005,2756,998,2.7325,162900,"NEAR BAY"
"1062",-122.63,38.95,11,686,127,NA,86,1.7083,77300,"INLAND"
"1063",-117.13,32.75,50,1476,354,698,354,3,168800,"NEAR OCEAN"
"1064",-121.34,38.66,16,3154,860,1837,793,1.9805,92900,"INLAND"
"1065",-118.19,33.95,42,2309,685,2609,673,2.7206,162100,"<1H OCEAN"
"1066",-122.09,37.86,27,5484,760,2212,770,NA,402600,"NEAR BAY"
"1067",-118.54,34.18,17,7214,1994,4100,1823,3.0943,174500,"<1H OCEAN"
"1068",-118.16,33.91,41,1806,408,1146,374,2.9643,162200,"<1H OCEAN"
"1069",-120.99,37.8,32,2564,513,1198,459,2.9083,113400,"INLAND"
"1070",-121.26,37.97,31,1189,295,891,292,2.5536,50500,"INLAND"
"1071",-119.29,36.52,39,858,228,1222,224,1.5714,43000,"INLAND"
"1072",-118.45,34.17,21,2152,527,996,470,3.2386,277300,"<1H OCEAN"
"1073",-118.42,34.04,46,1508,276,639,273,4.925,409800,NA
"1074",-120.49,37.32,10,1275,255,620,240,3.0263,118300,"INLAND"
"1075",-117.05,32.59,26,1919,345,1326,341,4.2679,131900,"NEAR OCEAN"
"1076",-117.57,33.87,37,621,156,443,135,2.3333,122800,"INLAND"
"1077",-118.24,34.24,31,3019,469,1349,462,NA,394100,NA
"1078",-122.69,38.37,8,6322,1001,2969,1043,4.8233,214000,"<1H OCEAN"
"1079",-117.02,32.64,5,260,41,157,42,NA,281700,"NEAR OCEAN"
"1080",-118.27,34.02,21,1314,375,NA,366,2.319,97200,"<1H OCEAN"
"1081",-122.42,37.73,35,1871,342,1055,310,4.625,279300,"NEAR BAY"
"1082",-119.85,36.74,35,1191,190,537,182,3.5375,96700,"INLAND"
"1083",-122.45,37.79,46,2009,464,761,453,3.7188,500001,NA
"1084",-118.03,34.15,43,1694,283,674,267,4.1797,486800,"INLAND"
"1085",-122.31,38.32,33,2463,421,1235,465,3.7045,161500,"NEAR BAY"
"1086",-116.86,33.73,13,2604,443,978,417,2.933,170700,"INLAND"
"1087",-121.33,38.62,19,1853,415,772,397,2.2574,135800,"INLAND"
